,Date,text_headlines
395,2021-01-25 05:22:00,tjx cos stock falls monday underperforms market
396,2021-01-25 04:49:00,ross stores inc stock rises monday still underperforms market
397,2021-01-25 04:43:00,gap inc stock falls monday underperforms market
398,2021-01-23 00:09:00,gap’s growth strategy relies on far fewer stores and a higher profile for athleta
399,2019-03-06 11:50:00,these retail stocks are ‘cheap’ and ‘under-owned’ analyst writes
400,2021-01-22 05:22:00,tjx cos stock falls friday underperforms market
401,2021-01-22 04:49:00,ross stores inc stock falls friday underperforms market
402,2021-01-22 04:43:00,gap inc stock falls friday still outperforms market
403,2021-01-22 01:28:00,gap’s athleta brand adding larger sizes to hundreds of items
404,2021-01-21 05:22:00,tjx cos stock underperforms thursday when compared to competitors
405,2021-01-21 04:49:00,ross stores inc stock outperforms market on strong trading day
406,2021-01-21 04:43:00,gap inc stock outperforms market on strong trading day
407,2021-01-20 05:22:00,tjx cos stock outperforms market on strong trading day
408,2021-01-20 04:49:00,ross stores inc stock rises wednesday still underperforms market
409,2021-01-20 04:43:00,gap inc stock outperforms market on strong trading day
410,2021-01-19 05:17:00,tjx cos stock outperforms competitors despite losses on the day
411,2021-01-19 04:44:00,ross stores inc stock falls tuesday underperforms market
412,2021-01-19 04:38:00,gap inc stock underperforms tuesday when compared to competitors
413,2021-01-15 08:14:00,tjx cos stock outperforms competitors on strong trading day
414,2021-01-15 05:48:00,ross stores inc stock underperforms friday when compared to competitors
415,2021-01-15 05:22:00,gap inc stock underperforms friday when compared to competitors
416,2021-01-14 08:14:00,tjx cos stock falls thursday still outperforms market
417,2021-01-14 05:48:00,ross stores inc stock underperforms thursday when compared to competitors
418,2021-01-14 05:23:00,gap inc stock underperforms thursday when compared to competitors despite daily gains
419,2021-01-13 08:14:00,tjx cos stock outperforms competitors despite losses on the day
420,2021-01-13 05:48:00,ross stores inc stock underperforms wednesday when compared to competitors
421,2021-01-13 05:22:00,gap inc stock falls wednesday underperforms market
422,2021-01-12 08:14:00,tjx cos stock rises tuesday outperforms market
423,2021-01-12 05:48:00,ross stores inc stock rises tuesday outperforms market
424,2021-01-12 05:22:00,gap inc stock rises tuesday outperforms market
425,2021-01-11 08:14:00,tjx cos stock falls monday underperforms market
426,2021-01-11 05:48:00,ross stores inc stock outperforms competitors despite losses on the day
427,2021-01-11 05:22:00,gap inc stock rises monday outperforms market
428,2021-01-08 08:14:00,tjx cos stock rises friday still underperforms market
429,2021-01-08 05:48:00,ross stores inc stock rises friday still underperforms market
430,2021-01-08 05:22:00,gap inc stock underperforms friday when compared to competitors
431,2021-01-07 08:14:00,tjx cos stock rises thursday still underperforms market
432,2021-01-07 05:48:00,ross stores inc stock falls thursday underperforms market
433,2021-01-07 05:22:00,gap inc stock rises thursday still underperforms market
434,2021-01-06 08:14:00,tjx cos stock underperforms wednesday when compared to competitors despite daily gains
435,2021-01-06 05:48:00,ross stores inc stock underperforms wednesday when compared to competitors despite daily gains
436,2021-01-06 05:27:00,gap inc stock outperforms competitors on strong trading day
437,2021-01-05 08:14:00,tjx cos stock falls tuesday underperforms market
438,2021-01-05 05:48:00,ross stores inc stock rises tuesday still underperforms market
439,2021-01-05 05:27:00,gap inc stock rises tuesday outperforms market
440,2021-01-04 08:14:00,tjx cos stock falls monday underperforms market
441,2021-01-04 05:49:00,ross stores inc stock falls monday underperforms market
442,2021-01-04 05:27:00,gap inc stock underperforms monday when compared to competitors
443,2020-12-31 08:14:00,tjx cos stock falls thursday underperforms market
444,2020-12-31 05:48:00,ross stores inc stock rises thursday still underperforms market
445,2020-12-31 05:27:00,gap inc stock underperforms thursday when compared to competitors
446,2020-12-30 08:14:00,tjx cos stock rises wednesday outperforms market
447,2020-12-30 05:48:00,ross stores inc stock rises wednesday outperforms market
448,2020-12-30 05:27:00,gap inc stock rises wednesday outperforms market
449,2020-12-29 08:14:00,tjx cos stock falls tuesday underperforms market
450,2020-12-29 05:48:00,ross stores inc stock falls tuesday underperforms market
451,2020-12-29 05:27:00,gap inc stock falls tuesday underperforms market
452,2020-12-28 08:14:00,tjx cos stock rises monday outperforms market
453,2020-12-28 05:48:00,ross stores inc stock outperforms competitors on strong trading day
454,2020-12-28 05:27:00,gap inc stock falls monday underperforms market
455,2020-12-24 08:14:00,tjx cos stock underperforms thursday when compared to competitors
456,2020-12-24 05:48:00,ross stores inc stock outperforms competitors despite losses on the day
457,2020-12-24 05:27:00,gap inc stock falls thursday underperforms market
458,2020-12-23 08:14:00,tjx cos stock outperforms market on strong trading day
459,2020-12-23 05:48:00,ross stores inc stock outperforms competitors on strong trading day
460,2020-12-23 05:27:00,gap inc stock rises wednesday outperforms market
461,2020-12-22 08:14:00,tjx cos stock underperforms tuesday when compared to competitors
462,2020-12-22 05:48:00,ross stores inc stock outperforms competitors despite losses on the day
463,2020-12-22 05:27:00,gap inc stock underperforms tuesday when compared to competitors
464,2020-12-21 08:15:00,tjx cos stock underperforms monday when compared to competitors
465,2020-12-21 05:48:00,ross stores inc stock falls monday underperforms market
466,2020-12-21 05:27:00,gap inc stock outperforms competitors on strong trading day
467,2020-12-18 08:16:00,tjx cos stock outperforms competitors on strong trading day
468,2020-12-18 05:51:00,ross stores inc stock outperforms market on strong trading day
469,2020-12-18 05:30:00,gap inc stock falls friday underperforms market
470,2020-12-17 08:14:00,tjx cos stock outperforms competitors on strong trading day
471,2020-12-17 05:48:00,ross stores inc stock outperforms competitors on strong trading day
472,2020-12-17 05:27:00,gap inc stock outperforms market on strong trading day
473,2020-12-16 08:15:00,tjx cos stock falls wednesday underperforms market
474,2020-12-16 05:48:00,ross stores inc stock outperforms competitors on strong trading day
475,2020-12-16 05:22:00,gap inc stock falls wednesday underperforms market
476,2020-12-11 05:27:00,gap inc stock underperforms friday when compared to competitors
477,2020-12-10 05:27:00,gap inc stock falls thursday underperforms market
478,2020-12-09 05:27:00,gap inc stock outperforms competitors on strong trading day
479,2020-12-08 05:27:00,gap inc stock rises tuesday outperforms market
480,2020-12-07 05:27:00,gap inc stock falls monday underperforms market
481,2020-12-04 05:28:00,gap inc stock rises friday outperforms market
482,2020-12-03 05:28:00,gap inc stock outperforms market on strong trading day
483,2020-12-02 05:23:00,gap inc stock underperforms wednesday when compared to competitors
484,2020-12-01 05:23:00,gap inc stock rises tuesday outperforms market
485,2020-11-30 05:23:00,gap inc stock falls monday underperforms market
486,2020-11-27 05:37:00,gap inc stock rises friday outperforms market
487,2020-11-27 06:51:00,gap’s old navy and athleta brands are leading the company’s turnaround
488,2020-11-25 10:32:00,gap stock price target raised to $27 from $23 at bofa securities
489,2020-11-25 09:10:00,gap’s earnings cost it a bull the stock is sinking
490,2020-11-25 08:57:00,nordstrom stock is jumping gap is sinking and the dow looks ready to drop below 30000
491,2020-11-25 07:19:00,gap stock price target raised to $31 from $22 at b riley fbr
492,2020-11-24 05:45:00,gap stock is tumbling after hours because earnings missed the mark
493,2020-11-24 05:22:00,gap inc stock rises tuesday outperforms market
494,2020-11-24 04:41:00,gap stock sinks 9percent as retailer sees store-traffic threat in covid uptick
495,2020-11-23 05:22:00,gap inc stock outperforms market on strong trading day
496,2020-11-23 09:25:00,gap stock got upgraded just a day before its earnings release here’s why
497,2020-11-23 08:52:00,regeneron stock rises gap gains and the stock market gets a vaccine pop
498,2020-11-23 07:24:00,gap stock price target raised to $30 from $22 at jp morgan
499,2020-11-23 07:23:00,gap upgraded to overweight from neutral at jp morgan
500,2020-11-22 09:00:00,gap and a bunch of other retailers report earnings this week what it means for their stocks
501,2020-11-20 05:22:00,gap inc stock falls friday still outperforms market
502,2020-11-19 05:22:00,gap inc stock outperforms competitors on strong trading day
503,2020-11-18 05:22:00,gap inc stock underperforms wednesday when compared to competitors
504,2020-11-17 05:22:00,gap inc stock rises tuesday outperforms market
505,2020-11-17 08:20:00,nordstrom macy’s stocks soar after positive vaccine news sparks investor hope for in-store shopping
506,2020-11-16 05:22:00,gap inc stock rises monday outperforms market
507,2020-11-16 04:54:00,dow s&p 500 end at record highs monday as stock market rallies amid further vaccine progress
508,2020-11-15 10:31:00,jerome dodson titan of sustainable investing steps back at parnassus
509,2020-11-13 05:22:00,gap inc stock outperforms market on strong trading day
510,2020-11-12 05:22:00,gap inc stock underperforms thursday when compared to competitors
511,2020-11-11 00:39:00,gap adds 'buy-now-pay-later' option with afterpay partnership
512,2020-10-28 05:17:00,gap inc stock falls wednesday underperforms market
513,2020-10-23 07:45:00,gap stock price target raised to $20 from $16 at b riley fbr
514,2020-10-09 10:47:00,there are fewer sales at the mall that’s good for gap american eagle and other clothing retailers
515,2020-10-08 04:41:00,gap names nancy green permanent old navy top executive
516,2020-10-07 03:40:00,how covid-19 changes are actually helping some retail stocks
517,2020-10-06 00:38:00,charting a bullish q4 start  s&p 500 extends rally from major support
518,2020-10-06 00:07:00,charting a bullish q4 start  s&p 500 extends rally from major support
519,2020-10-03 03:08:00,here are the biggest winners in a solid third quarter for us stocks
520,2020-10-02 03:20:00,here’s how gap’s analyst day can boost the stock
521,2020-10-01 00:06:00,gap to hire 10000 seasonal associates
522,2020-09-29 03:35:00,the pandemic has pushed retail bankruptcies to a record
523,2020-09-24 01:04:00,gap gives each of its core brands its own loyalty program
524,2020-09-21 01:02:00,walmart launches private-label clothing brand free assembly
525,2020-09-14 11:13:00,retailers are shutting stores amid covid-19 but could be getting stronger in the process says bmo
526,2020-09-10 11:10:00,many retailers are closing that’s good for survivors
527,2020-09-07 09:21:00,this analysis of wall street stock ratings is sounding a warning for tesla and 62 other stocks
528,2020-09-01 09:56:00,here are the big winners among us stocks during a sizzling august
529,2020-09-01 08:09:00,gap-owned old navy to pay store employees who work as poll workers on election day
530,2020-09-01 08:04:00,gap-owned old navy to pay store employees who work as poll workers on election day
531,2020-08-31 03:46:00,gap stock has nearly doubled during the past three months why the gains can continue
532,2020-08-31 10:15:00,gap stock fair value estimate raised to $19 from $12 at mkm partners
