,Date,text_headlines
136,2019-04-03 08:59:00,                                                                                                        gamestop stock drops caterpillar slips and 3 more wednesday morning movers
137,2019-03-11 00:19:00,                                                                                                        levi’s ipo stands out mostly for the right reasons
138,2019-03-06 09:28:00,urban outfitters stock price target cut to $32 from $35 at instinet
139,2019-03-06 08:12:00,urban outfitters stock fair value estimate cut to $31 from $38 at mkm partners
140,2019-03-05 04:43:00,urban outfitters posts strong quarterly earnings
141,2019-03-05 04:15:00,breaking                                                                                                        urban outfitters stock rises after earnings beat
142,2019-02-22 07:40:00,urban outfitters stock price target cut to $31 from $34 at jp morgan
143,2019-02-08 08:23:00,urban outfitters stock price target cut to $34 from $36 at jp morgan
144,2019-02-07 04:43:00,urban outfitters shares slide on weaker-than-expected same-store sales
145,2019-01-15 01:27:00,you’re paying too much for small stocks
146,2019-01-11 08:54:00,urban outfitters stock price target cut to $37 from $41 at instinet
147,2019-01-11 08:53:00,                                                                                                        urban outfitters gap and 7 more stocks making friday morning moves
148,2019-01-11 06:52:00,urban outfitters stock fair value estimate cut to $38 from $43 at mkm partners
149,2019-01-09 10:17:00,urban outfitters upgraded to overweight at morgan stanley
150,2019-01-07 08:28:00,urban outfitters stock price target cut to $38 from $50 at jp morgan
151,2019-01-07 08:28:00,urban outfitters downgraded to neutral from overweight at jp morgan
152,2018-12-05 00:33:00,                                                                                                        it may take more than price hikes to fight rising restaurant labor costs
153,2018-11-27 06:55:00,cyber monday sales expected to hit $16 billion in the ‘golden hours’ before bedtime
154,2018-11-26 11:33:00,                                                                                                        cyber monday brings hope for a rally in retail stocks
155,2018-11-26 11:22:00,8 ways to trim your holiday spending without looking like a cheapskate
156,2018-11-20 09:08:00,                                                                                                        target tjx slide as dow futures fall nearly 400 points
157,2018-11-20 08:14:00,urban outfitters stock price target cut to $43 from $47 at mkm partners
158,2018-11-19 04:30:00,urban outfitters stock rallies on company's above-expectation quarterly results
159,2018-11-19 09:26:00,david's bridal files for bankruptcy after falling victim to debt and competition
160,2018-10-02 11:50:00,                                                                                                        urban outfitters’ stock run isn’t done quite yet
161,2018-10-02 09:40:00,urban outfitters upgraded to buy from neutral at b riley
162,2018-09-30 10:31:00,this dc lawyer is suing his former girlfriend for the return of a $100000 engagement ring
163,2018-09-22 02:11:00,victoria’s secret sells women’s underwear but has been marketing to men
164,2018-09-06 02:46:00,                                                                                                        urban outfitters investors press ‘pause’ on the turnaround
165,2018-09-06 08:16:00,urban outfitters says sales up 10percent in q3 as of sept 3
166,2018-08-25 09:06:00,retailers are hot again — here are the earnings and sales winners
167,2018-08-25 08:44:00,opinion                                                                                                        these seven stocks prove that retail is roaring
168,2018-08-22 04:34:00,s&p 500 dow snap 4-day winning streak as fed points to coming rate hike
169,2018-08-22 02:45:00,this is why urban outfitters shares are down despite beating earnings expectations
170,2018-08-22 09:47:00,stock market can ignore cohen and manafort headlines — unless trump takes this action
171,2018-08-22 07:34:00,urban outfitters stock fair value estimate raised to $47 from $41 at mkm partners
172,2018-08-21 05:29:00,urban outfitters stock gains after company earnings sales growth
173,2018-08-20 11:21:00,                                                                                                        urban outfitters earnings a bull sees second-half ‘strength’
174,2018-08-13 01:08:00,                                                                                                        urban outfitters poised to attract activists
175,2018-08-11 09:46:00,try this weekend savings challenge have fun without breaking the bank
176,2018-08-10 08:22:00,                                                                                                        retail stocks still look cheap
177,2018-08-10 08:19:00,                                                                                                        dow drops 149 points as turkey takes a dive
178,2018-07-10 10:06:00,stitch fix stock soars to new intraday high after keybanc starts coverage with bullish rating
179,2018-07-10 07:34:00,urban outfitters downgraded to sector weight from overweight at keybanc capital
180,2018-06-18 03:53:00,j crew names johanna uurasjarvi chief design officer
181,2018-06-17 09:33:00,millennials are using layaway to buy anthropologie dresses
182,2018-06-12 09:41:00,urban outfitters stock price target raised to $40 from $38 at instinet
183,2018-05-23 09:57:00,urban outfitters stock price target raised to $38 from $35 at instinet
184,2018-05-23 08:00:00,urban outfitters stock price target raised to $45 from $39 at wells fargo
185,2018-05-22 05:36:00,urban outfitters shares down 4percent after earnings
186,2018-05-21 02:14:00,                                                                                                        specialty retail 3 stocks that current trends could boost
187,2018-05-16 02:23:00,                                                                                                        urban outfitters the bar is getting high
188,2018-05-16 07:58:00,urban outfitters upgraded on improvements at anthropologie
189,2018-05-16 07:47:00,urban outfitters stock fair value estimate raised to $41 from $20 at mkm partners
190,2018-05-16 07:47:00,urban outfitters upgraded to neutral from sell at mkm partners
191,2018-05-16 06:54:00,urban outfitters upgraded to neutral from sell at mkm partners
192,2018-04-03 03:52:00,                                                                                                        urban outfitters more upbeat signs emerge
193,2018-03-28 09:41:00,3 ways that amazon sets the stage for the ‘store of the future’
194,2018-03-07 04:34:00,s&p 500 dow close lower on cohn resignation; nasdaq extends win streak
195,2018-03-07 08:21:00,urban outfitters shares down 27percent in premarket trading after late-tuesday earnings announcement
196,2018-03-06 04:18:00,urban outfitters stock falls more than 10percent after earnings take tax hit
197,2018-03-05 08:32:00,                                                                                                        urban outfitters earnings is the company back on track
198,2018-02-16 10:48:00,over 40 take a lesson from tv’s ‘younger’
199,2018-02-09 01:25:00,urban outfitters shares rise in friday trading after fourth-quarter sales growth
200,2018-02-09 00:33:00,urban outfitters shares up 35percent in friday trading
201,2018-02-06 10:04:00,coach parent tapestry leads retail sector rebound
202,2018-01-22 07:36:00,opinion                                                                                                        how to find companies that will benefit most from the trump tax cuts
203,2018-01-09 09:54:00,urban outfitters shares drop after same-store sales fall short
204,2018-01-09 08:34:00,urban outfitters shares down 41percent in tuesday premarket trading
205,2017-12-13 08:27:00,urban outfitters price target raised to $38 from $34 at jp morgan
206,2017-12-12 10:47:00,urban outfitters stock price target raised to $32 from $28 at wells fargo
207,2017-12-12 07:34:00,urban outfitters stock price target raised to $35 from $30 at suntrust rh
208,2017-11-27 05:10:00,                                                                                                        why these retailers had shorter lines this black friday
209,2017-11-27 01:32:00,cyber monday could have the ‘best deals of the season’
210,2017-11-24 08:10:00,urban outfitters says fashion is back in style and driving same-store sales into positive territory
211,2017-11-24 07:31:00,here is goldman’s black friday play for retail stocks
212,2017-11-22 03:37:00,urban outfitter's stock rallies toward 11-month high to help lead retail sector tracker to gains
213,2017-11-21 09:03:00,urban outfitters stock price target raised to $26 from $20 at instinet
214,2017-11-21 08:11:00,urban outfitters stock price target raised to $30 from $21 at rbc capital
215,2017-11-21 08:09:00,urban outfitters stock price target raised to $20 from $16 at mkm partners
216,2017-11-21 07:54:00,urban outfitters stock price target raised to $30 from $22 at suntrust rh
217,2017-11-21 07:51:00,urban outfitters stock price target raised to $34 from $26 at jp morgan
218,2017-11-21 07:50:00,urban outfitters upgraded to overweight from neutral at jp morgan
219,2017-11-21 07:35:00,urban outfitters shares up 26percent premarket
220,2017-11-20 09:20:00,barron’s after hours palo alto jumps zto express slumps urban outfitters flip-flops
221,2017-11-20 07:50:00,                                                                                                        urban outfitters no holiday cheer just yet
222,2017-11-20 04:17:00,urban outfitters shares jump 10percent on record sales for retailer
223,2017-11-20 04:09:00,urban outfitters q3 eps 41 cents vs expectations 33 cents
224,2017-11-20 04:07:00,urban outfitters comparable-store sales rise 1percent
225,2017-11-20 04:07:00,urban outfitters q3 rev $893 million vs expectations $861 million
226,2017-11-20 04:06:00,breaking                    urban outfitters shares up 10percent after q3 earnings
227,2017-11-15 03:40:00,urban outfitters upgraded to outperform at wolfe research
228,2017-11-03 04:37:00,victoria’s secret’s future looks rosy as pink brand shows growth potential
229,2017-10-03 05:34:00,                                                                                                        a better dressed urban outfitters might not be enough
230,2017-10-03 10:02:00,urban outfitters the higher they go the farther they fall
231,2017-09-14 11:56:00,premium                                                                                                        persistent 2017 bull trend continues to defy seasonal tendencies
232,2017-09-14 11:14:00,victoria’s secret losing customers on price and bralettes won’t bring them back study
233,2017-09-08 07:03:00,home depot wal-mart among retailers that could get a boost from hurricanes harvey irma
234,2017-08-30 07:18:00,houston-based francesca’s leads selloff of retailers with heavy exposure to storm-ravaged texas
235,2017-08-22 06:59:00,amazon says new accounting rule will change when it recognizes sales of its devices
236,2017-08-19 04:21:00,victoria’s secret doesn’t know what shoppers want analysts say
237,2017-08-19 04:21:00,victoria’s secret has a bra problem
238,2017-08-19 00:38:00,                                                                                                        stocks stagger again on continuing political turmoil
239,2017-08-18 11:28:00,                                                                                                        charting the market
240,2017-08-17 07:57:00,urban outfitters shares spike 22percent after earnings but analysts say there’s little to cheer about
241,2017-08-16 04:37:00,dow extends win streak to reclaim 22000-mark on fed minutes
242,2017-08-16 01:02:00,                                                                                                        urban outfitters shares up but still a hot mess
243,2017-08-16 10:12:00,‘just say no’ to the s&p 500 and buy these stocks instead say gmo’s strategists
244,2017-08-16 09:37:00,urban outfitter's stock rockets 22percent; on track for biggest-ever one-day gain
245,2017-08-16 07:35:00,urban outfitters stock price target raised to $19 from $16 at wells fargo
246,2017-08-16 07:28:00,urban outfitters stock price target raised to $21 from $17 at rbc capital
247,2017-08-16 07:18:00,urban outfitters' stock on track to open at 3-month high
248,2017-08-16 07:18:00,urban outfitters' stock rockets 185percent premarket after q2 results late tuesday
249,2017-08-16 07:16:00,urban outfitters stock price target raised to $22 from $21 at suntrust rh
250,2017-08-15 04:17:00,urban outfitters shares rally after sales earnings beat
251,2017-08-15 04:07:00,urban outfitters q2 eps 44 cents vs expectations 37 cents
252,2017-08-15 04:06:00,urban outfitters q2 rev $873 million vs expectations $862 million
253,2017-08-15 04:05:00,urban outfitters shares up 7percent after company earnings
254,2017-08-09 05:34:00,how bra startups are transforming the way women shop for lingerie
255,2017-07-31 07:32:00,attention shoppers ‘amazon effect’ is creating bargain stocks
256,2017-07-24 05:02:00,                                                                                                        urban outfitters won’t go cold when the weather does
257,2017-07-03 01:56:00,                                                                                                        retailers’ next foe could be the weather
258,2017-07-01 01:32:00,                                                                                                        a game-changing week for markets sees nasdaq fall 2percent
259,2017-06-15 01:32:00,                                                                                                        urban outfitters don’t skirt the apparel issue
260,2017-06-15 07:32:00,urban outfitters stock-price target cut to $17 from $21 at rbc capital
261,2017-06-09 10:54:00,urban outfitter stock price target cut to $16 from $19 at mkm partners
262,2017-06-09 07:05:00,urban outfitter stock price target cut to $21 from $25 at suntrust rh
263,2017-06-08 03:43:00,urban outfitter's stock sinks to 8-year low after downbeat sales outlook
264,2017-06-08 01:09:00,                                                                                                        the fine print that sunk urban outfitters
265,2017-06-08 07:47:00,book a shower at the kohler store for a one-of-a-kind shopping experience
266,2017-06-08 07:45:00,j crew has a new ceo but that won’t fix its debt problem
267,2017-05-24 07:18:00,more shoppers are saying ‘yes’ to their wedding dress by clicking ‘buy’online
268,2017-05-22 00:01:00,                                                                                                        5 retailers that can survive amazon; 3 that can’t
269,2017-05-21 01:18:00,victoria’s secret expects growth from ‘constructed’ bra launches in the second half
270,2017-05-17 01:27:00,                                                                                                        urban outfitters chased the onesie trend and lost
271,2017-05-17 11:14:00,urban outfitters stock price target cut to $21 from $26 at instinet
272,2017-05-17 07:41:00,urban outfitters' stock gains 07percent premarket after q1 results late tuesday
273,2017-05-17 07:26:00,urban outfitters stock price target cut to $20 from $26 at wunderlich securities
274,2017-05-17 07:16:00,urban outfitters stock price target cut to $25 from $30 at suntrust rh
275,2017-05-15 04:52:00,                                                                                                        what’s next for retail
276,2017-05-12 03:23:00,                                                                                                        one bit of good news at urban outfitters
277,2017-05-11 04:21:00,retail stocks rocked as macy’s casts pall on sector
278,2017-04-04 09:54:00,urban outfitters stock price target cut to $23 from $32 at citigroup
279,2017-04-04 09:54:00,urban outfitters downgraded to neutral from buy at citigroup
280,2017-03-22 08:16:00,urban outfitters upgraded to overweight from sector weight at keybanc capital
281,2017-03-14 03:21:00,                                                                                                        apparel retailers continue promotional trend
282,2017-03-14 10:32:00,                                                                                                        winter storm stella is one more problem for bricks-and-mortar retailers
283,2017-03-11 11:28:00,urban outfitters’ problem isn’t too many stores — it’s that women don’t want the clothes it’s selling
284,2017-03-11 11:27:00,clothing retailers slide as mizuho downgrades stocks after slow spring start
285,2017-03-10 05:51:00,breaking                                                                                                        urban outfitters first solar frontier communications booted from s&p 500
286,2017-03-08 04:11:00,express yes it was a bad day but…karlie kloss!
287,2017-03-08 11:19:00,urban outfitters bubble popped
288,2017-03-08 10:48:00,urban outfitters stock price target cut to $25 from $27 at ubs
289,2017-03-08 10:36:00,urban outfitters shares down 56percent in wednesday trading
290,2017-03-08 10:36:00,urban outfitters price target cut to $25 from $27 at ubs
291,2017-03-08 09:51:00,urban outfitters shares fall 6percent in early trade at $2392 to lead s&p 500 decliners
292,2017-03-08 09:27:00,why spring means a slump for stocks — but only a petite plunge
293,2017-03-08 08:48:00,urban outfitters stock price target cut to $26 from $29 at instinet
294,2017-03-08 07:44:00,urban outfitters stock price target cut to $24 from $29 at rbc capital
295,2017-03-07 05:47:00,urban outfitters annual profit falls for 3rd year
296,2017-03-07 04:12:00,urban outfitters rises after slight earnings miss
297,2017-03-07 11:21:00,these stocks are outrunning the bull market with quadruple-digit gains
298,2017-03-06 08:41:00,urban outfitters stock price target cut to $26 from $32 at wunderlich
299,2017-03-01 10:40:00,abercrombie & fitch earnings here’s what may signal the company is out of ideas
300,2017-03-01 06:15:00,anthropologie is struggling to fit in
301,2017-02-27 11:41:00,victoria’s secret parent l brands is finally feeling the pain of mall traffic declines
302,2017-02-27 11:21:00,urban outfitters a victim of its own success
303,2017-02-27 10:46:00,urban outfitters downgraded to sell at mkm because anthropologie is 'too edgy' and expensive
304,2017-02-27 10:33:00,urban outfitters stock price target cut to $20 from $25 at mkm partners
305,2017-02-27 10:32:00,urban outfitters downgraded to sell from neutral at mkm partners
306,2017-02-09 01:22:00,russian stocks us banks remain clear winners in trump trade
307,2017-02-08 03:00:00,                                                                                                        more trouble at the mall for urban outfitters
308,2017-02-08 00:52:00,urban outfitters price target lowered to $27 from $30 at ubs
309,2017-02-08 07:29:00,urban outfitters stock price target cut to $26 from $28 at jp morgan
310,2017-02-07 04:24:00,urban outfitters shares slip after sales same-store sales fall short of estimates
311,2017-02-07 04:12:00,urban outfitters shares fall 38percent in tuesday after-hours
312,2017-02-07 04:11:00,urban outfitters q4 same-store sales flat; factset consensus 14percent
313,2017-02-07 04:10:00,urban outfitters q4 sales total $103b up from $101b lsat year; factset consensus $105b
314,2017-02-04 11:39:00,trump border tax would be a major blow for the troubled retail and restaurant sector
315,2017-02-04 00:01:00,                                                                                                        dow holds on to 20000—by the skin of its teeth
316,2017-02-02 01:50:00,                                                                                                        in tough time for retailers lululemon could be a winner
317,2017-02-02 08:59:00,urban outfitters stock slumps 37percent premarket after downgrade at goldman sachs
318,2017-02-02 08:58:00,urban outfitters downgraded to sell at goldman sachs
319,2017-01-19 10:15:00,                                                                                                        penney and kohl’s don’t get retail’s new rules
320,2017-01-10 09:02:00,                                                                                                        no holiday cheer at urban outfitters
321,2017-01-10 06:49:00,amazon’s aggressive warehouse and shipping strategy is paying off
322,2017-01-09 09:57:00,the ‘smart money’ looks fearless as the dow aims for 20000 again
323,2017-01-09 08:13:00,urban outfitters' stock set for selloff after disappointing retail same-store sales over the holidays
324,2017-01-09 07:56:00,urban outfitters expects gross margins to 'deleverage' more than expected
325,2017-01-09 07:55:00,urban outfitters retail store same-store sales were lower than expected
326,2017-01-09 07:55:00,urban outfitters holiday-period same-store sales up 15percent
327,2017-01-09 07:54:00,urban outfitters sales for 2 months ended dec 31 up 3percent from a year ago
328,2017-01-09 04:10:00,these are the 10 best and 10 worst us stocks of 2017
329,2017-01-03 01:59:00,abercrombie & fitch downgraded on stalled turnaround but nike is tops for 2017
330,2016-12-28 11:46:00,                                                                                                        who won the mall fight amazon of course
331,2016-12-25 02:40:00,bricks-and-mortar retailers have the edge over amazon in final pre-holiday shopping days
332,2016-12-23 03:17:00,tjx burlington and other off-price retailers could benefit most from 2017 tax reform
333,2016-12-23 00:58:00,                                                                                                        deep discounts could stall urban outfitters’ recovery
334,2016-12-16 08:54:00,opinion                                                                                                        gold is the investment with the biggest turnaround potential in 2017
335,2016-12-13 11:20:00,urban outfitters a merry christmas not after this update mizuho says
336,2016-11-28 04:28:00,projected holiday sales gain cut after weaker thanksgiving weekend showing
337,2016-11-26 00:01:00,                                                                                                        charting the market
